"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"12724","Fitzroy North","90 Bennett St",3,"h",1400000,"PI","McGrath",2017-09-16,3.6,3068,3,2,NA,9338,NA,NA,"",-37.78101,144.98843,"Northern Metropolitan",6244
"12725","Forest Hill","41 Parkmore Rd",4,"h",950000,"VB","Noel",2017-09-16,15.4,3131,4,2,3,587,NA,NA,"",-37.84154,145.17606,"Eastern Metropolitan",4385
"12726","Frankston","5 Miranda Pl",4,"h",650000,"S","O'Brien",2017-09-16,38,3199,4,2,2,710,NA,NA,"",-38.16802,145.14349,"South-Eastern Metropolitan",17055
"12727","Frankston South","49 Fleetwood Cr",2,"h",910000,"S","Ray",2017-09-16,38,3199,2,1,2,894,NA,NA,"",-38.16185,145.10976,"South-Eastern Metropolitan",7566
"12728","Frankston South","13 Leslie St",4,"h",760000,"S","Eview",2017-09-16,38,3199,4,2,2,536,180,1965,"",-38.16363,145.11545,"South-Eastern Metropolitan",7566
"12729","Gisborne","7 Wyralla Cr",6,"h",650000,"SP","Raine",2017-09-16,45.9,3437,6,2,2,1301,NA,NA,"",-37.50733,144.58666,"Northern Victoria",3376
"12730","Glen Iris","5 Gatis St",3,"h",1738000,"S","Jellis",2017-09-16,7.3,3146,3,2,2,692,NA,NA,"",-37.85672,145.09099,"Southern Metropolitan",10412
"12731","Glen Iris","1/16 Osborne Av",2,"t",965000,"S","hockingstuart",2017-09-16,7.3,3146,2,2,1,704,NA,NA,"",-37.85698,145.04686,"Southern Metropolitan",10412
"12732","Glen Iris","1A Rosemary Gr",3,"t",1333000,"S","Noel",2017-09-16,7.3,3146,3,2,1,344,NA,NA,"",-37.85289,145.0944,"Southern Metropolitan",10412
"12733","Glen Iris","111 Tooronga Rd",2,"h",1366000,"S","Jellis",2017-09-16,7.3,3146,2,2,1,241,NA,NA,"",-37.86277,145.04012,"Southern Metropolitan",10412
"12734","Glen Waverley","31 Chapman Bvd",3,"h",1275000,"S","hockingstuart",2017-09-16,16.7,3150,3,2,2,714,164,1973,"",-37.88809,145.19011,"Eastern Metropolitan",15321
"12735","Glen Waverley","45 Kennedy St",3,"h",1750000,"PI","Roger",2017-09-16,16.7,3150,3,1,0,727,NA,NA,"",-37.8763,145.17166,"Eastern Metropolitan",15321
"12736","Glen Waverley","50 Madigan Dr",5,"h",1480000,"S","Barry",2017-09-16,16.7,3150,5,2,2,718,237,1980,"",-37.8888,145.18692,"Eastern Metropolitan",15321
"12737","Glenroy","76 Daley St",2,"h",605000,"PI","RW",2017-09-16,11.2,3046,2,1,6,589,NA,NA,"",-37.69708,144.92967,"Northern Metropolitan",8870
"12738","Greensborough","34 Crana Gr",3,"h",922000,"S","Morrison",2017-09-16,16.1,3088,3,2,2,587,200,1979,"",-37.68569,145.10902,"Northern Metropolitan",8524
"12739","Greensborough","6 Murumba St",4,"h",865000,"S","Morrison",2017-09-16,16.1,3088,4,2,2,734,211,1980,"",-37.6929,145.1272,"Northern Metropolitan",8524
"12740","Greenvale","24 Posy St",5,"h",650000,"PI","hockingstuart",2017-09-16,20.4,3059,5,2,2,512,239,2014,"",-37.6248,144.87612,"Northern Metropolitan",4864
"12741","Hallam","39 Alexander St",3,"h",661000,"S","REMAX",2017-09-16,32.3,3803,3,1,3,819,NA,NA,"",-38.00377,145.26161,"South-Eastern Metropolitan",3728
"12742","Hampton","4 Bolton Av",3,"h",2515000,"S","Buxton",2017-09-16,13.8,3188,3,2,2,604,NA,NA,"",-37.93105,144.99437,"Southern Metropolitan",5454
"12743","Hampton","16 Conifer St",3,"h",1520000,"VB","Hodges",2017-09-16,13.8,3188,3,1,3,627,NA,NA,"",-37.94515,145.01886,"Southern Metropolitan",5454
"12744","Hampton","41 Grout St",4,"h",2550000,"VB","Buxton",2017-09-16,13.8,3188,4,2,2,620,NA,1993,"",-37.93478,145.01156,"Southern Metropolitan",5454
"12745","Hampton","15 May St",4,"h",1820000,"PI","Follett",2017-09-16,13.8,3188,4,2,2,412,423,1940,"",-37.93598,145.01152,"Southern Metropolitan",5454
"12746","Hampton","102 Willis St",3,"h",1450000,"S","Nick",2017-09-16,13.8,3188,3,1,1,464,147,1948,"",-37.93753,145.0102,"Southern Metropolitan",5454
"12747","Hampton East","11 Keiller St",3,"h",1060000,"PI","Jellis",2017-09-16,13.8,3188,3,2,3,465,NA,NA,"",-37.93524,145.03438,"Southern Metropolitan",2356
"12748","Hampton East","32 Lonsdale Av",2,"t",875000,"VB","Buxton",2017-09-16,13.8,3188,2,1,1,234,NA,NA,"",-37.93522,145.02837,"Southern Metropolitan",2356
"12749","Hawthorn","357 Auburn Rd",4,"h",2325000,"S","Jellis",2017-09-16,5.3,3122,4,3,2,649,227,1920,"",-37.83508,145.0429,"Southern Metropolitan",11308
"12750","Hawthorn","25 William St",3,"h",1450000,"VB","Marshall",2017-09-16,5.3,3122,3,1,0,216,104,1890,"",-37.82031,145.04043,"Southern Metropolitan",11308
"12751","Heidelberg West","122 Altona St",3,"h",846000,"S","Ray",2017-09-16,8.8,3081,3,2,2,605,NA,NA,"",-37.74591,145.04449,"Eastern Metropolitan",2674
"12752","Hillside","110 Allenby Rd",4,"h",628000,"S","Barry",2017-09-16,18,3037,4,2,1,480,120,2003,"",-37.70228,144.74316,"Western Metropolitan",5556
"12753","Hillside","3 Dryburgh Pl",3,"h",645500,"S","Prof.",2017-09-16,18,3037,3,2,2,719,155,2000,"",-37.6883,144.74225,"Western Metropolitan",5556
"12754","Hoppers Crossing","13 Doynton Pde",3,"h",575000,"S","Reliance",2017-09-16,18.4,3029,3,1,4,592,NA,NA,"",-37.88157,144.69426,"Western Metropolitan",13830
"12755","Hoppers Crossing","9 Matthew Cl",4,"h",525000,"SP","One",2017-09-16,18.4,3029,4,2,2,452,134,1993,"",-37.87517,144.67094,"Western Metropolitan",13830
"12756","Hoppers Crossing","17 McCormack Cr",4,"h",723000,"S","hockingstuart",2017-09-16,18.4,3029,4,2,2,872,NA,NA,"",-37.87217,144.68746,"Western Metropolitan",13830
"12757","Jacana","17 Emu Pde",3,"h",626000,"S","Raine",2017-09-16,14,3047,3,1,2,622,87,1960,"",-37.68908,144.9116,"Northern Metropolitan",851
"12758","Keilor","6 Riverside Av",3,"h",840000,"S","Barry",2017-09-16,14.5,3036,3,2,2,725,225,1970,"",-37.72465,144.8359,"Western Metropolitan",2339
"12759","Keilor East","16 Ash Gr",4,"h",1230000,"S","Nelson",2017-09-16,11.7,3033,4,4,2,538,127,1990,"",-37.74975,144.86895,"Western Metropolitan",5629
"12760","Keilor East","11 Wunnamurra Dr",3,"h",933000,"SP","Nelson",2017-09-16,11.7,3033,3,1,2,613,NA,NA,"",-37.7349,144.86225,"Western Metropolitan",5629
"12761","Kew","14 Atkins St",4,"h",2375000,"S","Jellis",2017-09-16,5.4,3101,4,3,2,481,NA,NA,"",-37.81027,145.04476,"Southern Metropolitan",10331
"12762","Kew","2/17 Marshall Av",3,"h",1950000,"S","Marshall",2017-09-16,5.4,3101,3,2,2,460,NA,2000,"",-37.80646,145.04651,"Southern Metropolitan",10331
"12763","Kew","130 Sackville St",5,"h",5065000,"PI","RT",2017-09-16,5.4,3101,5,4,2,892,NA,1917,"",-37.8142,145.05973,"Southern Metropolitan",10331
"12764","Kew East","115 Belford Rd",3,"h",1650000,"VB","Jellis",2017-09-16,7.3,3102,3,1,2,650,NA,NA,"",-37.79235,145.04789,"Southern Metropolitan",2671
"12765","Kew East","50 Windella Av",3,"h",2125000,"VB","Jellis",2017-09-16,7.3,3102,3,2,2,741,NA,NA,"",-37.7955,145.05046,"Southern Metropolitan",2671
"12766","Kew East","5 Woodlands Av",2,"h",1325000,"PI","Jellis",2017-09-16,7.3,3102,2,1,2,422,88,1940,"",-37.79938,145.05662,"Southern Metropolitan",2671
"12767","Kew East","22 Woolcock Av",3,"h",1975000,"PI","Lindellas",2017-09-16,7.3,3102,3,1,2,676,160,1925,"",-37.79546,145.04533,"Southern Metropolitan",2671
"12768","Kingsville","70 Chirnside St",4,"h",1140000,"SP","Jas",2017-09-16,6.4,3012,4,1,0,276,118,1915,"",-37.80774,144.88251,"Western Metropolitan",1808
"12769","Kingsville","5 Wales St",3,"h",1e+06,"PI","Jas",2017-09-16,6.4,3012,3,2,2,275,282,1940,"",-37.80592,144.8807,"Western Metropolitan",1808
"12770","Lalor","2 Blackwood St",3,"h",801000,"S","HAR",2017-09-16,16.3,3075,3,1,1,852,NA,NA,"",-37.67601,145.02955,"Northern Metropolitan",8279
"12771","Lalor","6 Everest Ct",3,"h",596000,"S","HAR",2017-09-16,16.3,3075,3,1,2,570,NA,NA,"",-37.66422,144.99893,"Northern Metropolitan",8279
"12772","Malvern","32 Milton Pde",4,"t",2750000,"SP","Marshall",2017-09-16,5.9,3144,4,2,3,357,270,2015,"",-37.84684,145.03893,"Southern Metropolitan",4675
"12773","Malvern","27 Wheatland Rd",4,"h",3400000,"S","Marshall",2017-09-16,5.9,3144,4,2,2,561,285,NA,"",-37.86552,145.03529,"Southern Metropolitan",4675
"12774","Meadow Heights","25 Darebin Ct",3,"h",370000,"S","YPA",2017-09-16,17.4,3048,3,1,1,784,95,1978,"",-37.65877,144.91191,"Northern Metropolitan",4704
"12775","Mentone","1/131 Balcombe Rd",3,"t",995000,"S","hockingstuart",2017-09-16,20,3194,3,3,2,248,166,2011,"",-37.98087,145.06024,"South-Eastern Metropolitan",6162
"12776","Mentone","11 Broome Av",3,"h",950000,"PI","Barry",2017-09-16,20,3194,3,1,2,531,NA,NA,"",-37.98023,145.08402,"South-Eastern Metropolitan",6162
"12777","Mentone","21 Chicquita Cct",3,"t",792000,"S","hockingstuart",2017-09-16,20,3194,3,2,2,156,NA,NA,"",-37.97928,145.0763,"South-Eastern Metropolitan",6162
"12778","Mill Park","2/33 Allwyn Cr",2,"u",445000,"SP","Ray",2017-09-16,17.9,3082,2,1,1,265,NA,NA,"",-37.65678,145.07811,"Northern Metropolitan",10529
"12779","Mill Park","68 Heritage Dr",3,"h",675000,"S","HAR",2017-09-16,17.9,3082,3,1,4,640,NA,1980,"",-37.65296,145.04564,"Northern Metropolitan",10529
"12780","Mill Park","20 Mayfield Dr",4,"h",721000,"S","Love",2017-09-16,17.9,3082,4,2,2,603,NA,NA,"",-37.67363,145.06796,"Northern Metropolitan",10529
"12781","Mill Park","36/292 McKimmies Rd",4,"t",492000,"S","Ray",2017-09-16,17.9,3082,4,1,1,199,NA,NA,"",-37.677,145.05658,"Northern Metropolitan",10529
"12782","Mill Park","9 Taree Pl",4,"h",9e+05,"S","Love",2017-09-16,17.9,3082,4,2,2,609,231,2003,"",-37.65898,145.08245,"Northern Metropolitan",10529
"12783","Mill Park","9 Valadero Ct",3,"h",650000,"S","HAR",2017-09-16,17.9,3082,3,1,2,588,NA,NA,"",-37.67434,145.05994,"Northern Metropolitan",10529
"12784","Mitcham","55 Burnett St",4,"h",1120000,"SP","Noel",2017-09-16,17.2,3132,4,2,2,981,NA,NA,"",-37.81188,145.20052,"Eastern Metropolitan",6871
"12785","Mitcham","46 Churinga Av",3,"h",961000,"S","Noel",2017-09-16,17.2,3132,3,2,1,625,NA,NA,"",-37.82997,145.20978,"Eastern Metropolitan",6871
"12786","Mitcham","13 Willow Av",3,"h",990000,"SA","Philip",2017-09-16,17.2,3132,3,1,NA,680,NA,NA,"",-37.82077,145.20391,"Eastern Metropolitan",6871
"12787","Mont Albert","1/11 Rowland St",3,"t",1580000,"S","Marshall",2017-09-16,10.2,3127,3,2,2,1153,NA,NA,"",-37.82055,145.11169,"Eastern Metropolitan",2079
"12788","Mont Albert","85 Victoria Cr",4,"h",2500000,"VB","Marshall",2017-09-16,10.2,3127,4,3,3,402,277,1950,"",-37.8137,145.11013,"Eastern Metropolitan",2079
"12789","Montmorency","21 Sackville St",4,"h",940000,"S","Lindellas",2017-09-16,16.2,3094,4,2,2,870,NA,NA,"",-37.7264,145.12749,"Eastern Metropolitan",3891
"12790","Moonee Ponds","48 Vine St",4,"h",1200000,"VB","Nelson",2017-09-16,6.2,3039,4,1,1,455,145,1920,"",-37.76913,144.93236,"Western Metropolitan",6232
"12791","Moonee Ponds","113 Wilson St",3,"h",1007500,"S","Considine",2017-09-16,6.2,3039,3,1,1,450,NA,NA,"",-37.76375,144.93701,"Western Metropolitan",6232
"12792","Moorabbin","2/165 Wickham Rd",3,"u",828000,"S","Jellis",2017-09-16,14.3,3189,3,2,2,301,117,1980,"",-37.94511,145.04427,"Southern Metropolitan",2555
"12793","Mordialloc","5 Reys Cl",4,"h",1285000,"S","Hodges",2017-09-16,21.5,3195,4,2,4,656,NA,NA,"",-38.00394,145.1025,"South-Eastern Metropolitan",3650
"12794","Mount Waverley","37 Illuka Cr",5,"h",2420000,"SP","LLC",2017-09-16,14.2,3149,5,5,2,757,503,1975,"",-37.8875,145.14467,"Eastern Metropolitan",13366
"12795","Mount Waverley","15 Lynden Gr",4,"h",1335000,"SP","Harcourts",2017-09-16,14.2,3149,4,1,3,731,145,1970,"",-37.86118,145.11506,"Eastern Metropolitan",13366
"12796","Mount Waverley","11 Pamela St",3,"h",1451000,"S","hockingstuart",2017-09-16,14.2,3149,3,2,1,730,NA,NA,"",-37.88494,145.11951,"Eastern Metropolitan",13366
"12797","Mount Waverley","37 Pascall St",4,"h",1480000,"S","Jellis",2017-09-16,14.2,3149,4,2,2,695,160,1970,"",-37.86127,145.14271,"Eastern Metropolitan",13366
"12798","Mulgrave","76 Hansworth St",3,"h",850000,"PI","Barry",2017-09-16,18.8,3170,3,1,2,648,NA,NA,"",-37.93134,145.17584,"South-Eastern Metropolitan",7113
"12799","Mulgrave","12 Orion Ct",3,"h",912000,"S","Ray",2017-09-16,18.8,3170,3,2,1,753,NA,NA,"",-37.9213,145.16366,"South-Eastern Metropolitan",7113
"12800","Mulgrave","1 Sneddon Ct",4,"h",1100000,"S","RW",2017-09-16,18.8,3170,4,2,2,748,152,1996,"",-37.9265,145.19758,"South-Eastern Metropolitan",7113
"12801","Narre Warren","12 Emily Dr",4,"h",792500,"S","Harcourts",2017-09-16,34.1,3805,4,2,2,846,174,1996,"",-38.00626,145.29079,"South-Eastern Metropolitan",9376
"12802","Newport","70 Anderson St",3,"h",1262000,"SP","Williams",2017-09-16,6.2,3015,3,2,2,343,110,1980,"",-37.84461,144.87515,"Western Metropolitan",5498
"12803","Newport","8 Brown St",4,"h",1210000,"S","Sweeney",2017-09-16,6.2,3015,4,1,0,325,160,1983,"",-37.84373,144.88604,"Western Metropolitan",5498
"12804","Niddrie","21 Haldane Rd",3,"h",1186000,"S","Nelson",2017-09-16,10.4,3042,3,1,4,654,112,1955,"",-37.73554,144.88517,"Western Metropolitan",2291
"12805","Northcote","8 Aberdeen Gr",3,"h",1320000,"S","Jellis",2017-09-16,5.3,3070,3,1,1,227,119,1920,"",-37.77432,144.99111,"Northern Metropolitan",11364
"12806","Northcote","92 Beavers Rd",2,"h",1325000,"S","Jellis",2017-09-16,5.3,3070,2,1,NA,315,NA,NA,"",-37.76603,144.99366,"Northern Metropolitan",11364
"12807","Northcote","217 Westgarth St",2,"h",780000,"VB","Nelson",2017-09-16,5.3,3070,2,1,NA,242,NA,NA,"",-37.78254,145.01014,"Northern Metropolitan",11364
"12808","Oak Park","107 New Rd",5,"h",955000,"S","Nelson",2017-09-16,11.2,3046,5,2,4,838,NA,NA,"",-37.71302,144.90338,"Northern Metropolitan",2651
"12809","Oak Park","242 Waterloo Rd",3,"h",725000,"SP","Nelson",2017-09-16,11.2,3046,3,1,1,327,111,1960,"",-37.7151,144.92103,"Northern Metropolitan",2651
"12810","Oakleigh South","19 Luntar Rd",3,"h",950000,"PI","Ray",2017-09-16,15.5,3167,3,1,2,660,NA,NA,"",-37.92745,145.08276,"South-Eastern Metropolitan",3692
"12811","Parkdale","29 Evan St",3,"h",1250000,"S","Obrien",2017-09-16,21.5,3195,3,1,2,802,NA,NA,"",-37.98752,145.08358,"South-Eastern Metropolitan",5087
"12812","Pascoe Vale","25 Rhodes Pde",3,"h",850000,"VB","Nelson",2017-09-16,8.5,3044,3,1,1,712,133,1940,"",-37.71594,144.92986,"Northern Metropolitan",7485
"12813","Pascoe Vale","13 Yorkshire St",3,"h",1160000,"S","Nelson",2017-09-16,8.5,3044,3,2,2,480,NA,NA,"",-37.72523,144.94567,"Northern Metropolitan",7485
"12814","Point Cook","18 Creswick Dr",4,"h",765000,"S","LJ",2017-09-16,14.7,3030,4,2,2,612,219,2004,"",-37.88177,144.74221,"Western Metropolitan",15542
"12815","Point Cook","38 Yuruga Bvd",4,"h",635000,"S","hockingstuart",2017-09-16,14.7,3030,4,2,2,334,244,2000,"",-37.90584,144.74858,"Western Metropolitan",15542
"12816","Port Melbourne","50 McCormack St",2,"h",1260000,"S","Greg",2017-09-16,3.5,3207,2,1,NA,112,NA,NA,"",-37.8379,144.94651,"Southern Metropolitan",8648
"12817","Port Melbourne","84 Ross St",3,"h",1960000,"SP","Greg",2017-09-16,3.5,3207,3,2,0,253,230,1900,"",-37.836,144.93701,"Southern Metropolitan",8648
"12818","Prahran","62 Donald St",3,"h",1771000,"S","Biggin",2017-09-16,4.6,3181,3,2,1,240,NA,NA,"",-37.8469,144.98705,"Southern Metropolitan",7717
"12819","Prahran","19 Porter St",1,"u",515000,"S","Biggin",2017-09-16,4.6,3181,1,1,NA,284,NA,NA,"",-37.85018,144.99006,"Southern Metropolitan",7717
"12820","Prahran","73 Pridham St",3,"h",1610000,"PI","Jellis",2017-09-16,4.6,3181,3,2,NA,111,NA,1890,"",-37.85169,145.00557,"Southern Metropolitan",7717
"12821","Preston","23 Lyonsville Av",3,"h",1035000,"S","Nelson",2017-09-16,8.4,3072,3,1,2,696,NA,NA,"",-37.73761,145.02119,"Northern Metropolitan",14577
"12822","Preston","106 Malpas St",3,"h",880000,"S","Nelson",2017-09-16,8.4,3072,3,1,0,480,NA,NA,"",-37.73346,145.01506,"Northern Metropolitan",14577
"12823","Princes Hill","112 McIlwraith St",2,"h",1625000,"PI","Collins",2017-09-16,3.5,3054,2,1,1,253,NA,NA,"",-37.78243,144.96871,"Northern Metropolitan",1008
"12824","Reservoir","119 Boldrewood Pde",3,"h",930000,"S","Barry",2017-09-16,12,3073,3,1,2,735,NA,NA,"",-37.71491,145.02191,"Northern Metropolitan",21650
"12825","Reservoir","75 Botha Av",4,"h",912000,"S","Ray",2017-09-16,12,3073,4,1,2,871,NA,NA,"",-37.70056,145.00345,"Northern Metropolitan",21650
"12826","Reservoir","9 Delaware St",3,"h",9e+05,"S","Barry",2017-09-16,12,3073,3,1,1,694,NA,NA,"",-37.72089,145.0153,"Northern Metropolitan",21650
"12827","Reservoir","7 Loddon Av",3,"h",935000,"S","Ray",2017-09-16,12,3073,3,1,2,768,NA,NA,"",-37.7234,145.0266,"Northern Metropolitan",21650
"12828","Reservoir","4/27 McMahon Rd",2,"u",465000,"SP","Ray",2017-09-16,12,3073,2,1,1,676,61,2012,"",-37.71176,145.02142,"Northern Metropolitan",21650
"12829","Reservoir","76 North Rd",2,"h",920000,"S","Nelson",2017-09-16,12,3073,2,1,2,665,100,1955,"",-37.72303,145.01884,"Northern Metropolitan",21650
"12830","Richmond","37 Spencer Pl",3,"t",1500000,"VB","Jellis",2017-09-16,2.4,3121,3,2,2,72,145,2011,"",-37.81937,145.00146,"Northern Metropolitan",14949
"12831","Richmond","29 Type St",2,"h",1200000,"S","Biggin",2017-09-16,2.4,3121,2,1,NA,135,86,1890,"",-37.82132,145.00973,"Northern Metropolitan",14949
"12832","Ringwood","5 Bigola St",3,"h",8e+05,"S","buyMyplace",2017-09-16,19.9,3134,3,1,3,691,NA,NA,"",-37.80236,145.23916,"Eastern Metropolitan",7785
"12833","Ringwood","33 Nelson St",4,"h",1335000,"PI","Carter",2017-09-16,19.9,3134,4,1,0,697,NA,1980,"",-37.81169,145.22244,"Eastern Metropolitan",7785
"12834","Ringwood","14 Norfolk Av",4,"h",935000,"S","Philip",2017-09-16,19.9,3134,4,3,2,540,119,NA,"",-37.82782,145.22506,"Eastern Metropolitan",7785
"12835","Ringwood East","4 Short St",3,"h",746000,"S","Fletchers",2017-09-16,21.3,3135,3,1,1,400,135,1950,"",-37.80954,145.25538,"Eastern Metropolitan",4407
"12836","Ringwood North","5 Unsworth Rd",4,"h",1283000,"S","Philip",2017-09-16,19.9,3134,4,2,2,1019,NA,NA,"",-37.8004,145.23257,"Eastern Metropolitan",3619
"12837","Rosanna","4 Devlin Ct",4,"h",1365000,"SP","Miles",2017-09-16,8.9,3084,4,3,2,687,NA,NA,"",-37.73184,145.07061,"Eastern Metropolitan",3540
"12838","Rosanna","28 Millicent St",4,"h",1775000,"S","Miles",2017-09-16,8.9,3084,4,2,2,1240,NA,NA,"",-37.74085,145.07055,"Eastern Metropolitan",3540
"12839","Roxburgh Park","21 Orion Wy",3,"h",380000,"S","Raine",2017-09-16,20.6,3064,3,1,1,372,92,2000,"",-37.62388,144.93701,"Northern Metropolitan",5833
"12840","Sandringham","7 Duff St",4,"h",1665000,"S","hockingstuart",2017-09-16,15.2,3191,4,3,2,780,NA,NA,"",-37.9602,145.02026,"Southern Metropolitan",4497
"12841","Sandringham","6 Jennings St",4,"h",1915000,"SP","Buxton",2017-09-16,15.2,3191,4,2,2,563,220,1910,"",-37.95893,145.0128,"Southern Metropolitan",4497
"12842","Scoresby","9 Armin St",4,"h",950000,"S","Fletchers",2017-09-16,22.2,3179,4,2,NA,758,NA,1975,"",-37.88863,145.23435,"Eastern Metropolitan",2206
"12843","Scoresby","145 George St",4,"h",962000,"S","One",2017-09-16,22.2,3179,4,2,3,724,166,1985,"",-37.88919,145.2165,"Eastern Metropolitan",2206
"12844","South Melbourne","250 Ferrars St",1,"h",855000,"S","Greg",2017-09-16,1.9,3205,1,1,0,67,72,1900,"",-37.8343,144.95529,"Southern Metropolitan",5943
"12845","South Yarra","16 Margaret St",3,"h",1305000,"SP","Jellis",2017-09-16,2.7,3141,3,1,NA,174,110,1900,"",-37.84517,144.98727,"Southern Metropolitan",14887
"12846","Springvale","731 Princes Hwy",3,"h",770000,"SP","Le",2017-09-16,20.8,3171,3,1,4,585,NA,NA,"",-37.93975,145.16326,"South-Eastern Metropolitan",7412
"12847","Strathmore","26 Carnarvon Rd",3,"h",1720000,"S","Brad",2017-09-16,8.2,3041,3,1,2,631,NA,NA,"",-37.73887,144.91103,"Western Metropolitan",3284
"12848","Sunbury","26 Briarwood Ct",3,"h",405000,"S","YPA",2017-09-16,31.7,3429,3,1,3,515,101,1991,"",-37.57662,144.74767,"Western Metropolitan",14092
"12849","Sunbury","60 Riddell Rd",3,"h",482000,"S","YPA",2017-09-16,31.7,3429,3,1,1,573,126,1965,"",-37.57123,144.72334,"Western Metropolitan",14092
"12850","Sunbury","1 Whitty La",3,"h",436000,"SP","Leeburn",2017-09-16,31.7,3429,3,2,2,350,220,2004,"",-37.58883,144.70202,"Western Metropolitan",14092
"12851","Sunshine","5 Barnett St",4,"h",830000,"PI","Sweeney",2017-09-16,10.5,3020,4,1,3,502,NA,NA,"",-37.78209,144.84581,"Western Metropolitan",3755
"12852","Sunshine North","117 Berkshire Rd",4,"h",665000,"S","Douglas",2017-09-16,10.5,3020,4,2,3,600,183,1975,"",-37.76482,144.83375,"Western Metropolitan",4217
"12853","Sunshine North","6 Melton Av",3,"h",610000,"SP","Sweeney",2017-09-16,10.5,3020,3,1,1,581,NA,NA,"",-37.7674,144.82421,"Western Metropolitan",4217
"12854","Surrey Hills","2/98 Durham Rd",3,"u",1290000,"S","Fletchers",2017-09-16,10.2,3127,3,2,1,270,NA,NA,"",-37.83404,145.0893,"Southern Metropolitan",5457
"12855","Surrey Hills","29 Essex Rd",4,"h",1810000,"S","Garvey",2017-09-16,10.2,3127,4,3,2,349,223,1997,"",-37.82832,145.09242,"Southern Metropolitan",5457
"12856","Surrey Hills","10 Pembroke St",5,"h",2230000,"SA","Woodards",2017-09-16,10.2,3127,5,2,2,754,270,1905,"",-37.82807,145.10796,"Southern Metropolitan",5457
"12857","Templestowe","36 Newmans Rd",5,"h",1930000,"S","Jellis",2017-09-16,15.5,3106,5,3,2,807,377,2000,"",-37.75245,145.15283,"Eastern Metropolitan",6202
"12858","Thomastown","15 Alison St",3,"h",600500,"S","Barry",2017-09-16,15.3,3074,3,1,1,552,NA,NA,"",-37.68366,145.02783,"Northern Metropolitan",7955
"12859","Thomastown","89 Cedar St",3,"h",640000,"S","Barry",2017-09-16,15.3,3074,3,1,2,680,NA,1950,"",-37.6806,145.02402,"Northern Metropolitan",7955
"12860","Thomastown","4 Charlton Pl",3,"h",750000,"S","HAR",2017-09-16,15.3,3074,3,2,2,536,169,1980,"",-37.67666,144.99161,"Northern Metropolitan",7955
"12861","Thornbury","119A Harold St",4,"h",1605000,"PI","McGrath",2017-09-16,7,3071,4,2,2,348,92,1930,"",-37.75582,144.98951,"Northern Metropolitan",8870
"12862","Thornbury","108 Normanby Av",3,"h",1300000,"SP","Love",2017-09-16,7,3071,3,1,2,531,NA,NA,"",-37.75832,144.99017,"Northern Metropolitan",8870
"12863","Toorak","13 Kyeamba Gr",3,"h",2076000,"S","Jellis",2017-09-16,4.1,3142,3,1,2,302,NA,NA,"",-37.84213,145.02527,"Southern Metropolitan",7217
"12864","Vermont","1 Marina St",5,"h",1150000,"PI","Jellis",2017-09-16,17.2,3133,5,2,2,599,235,NA,"",-37.84158,145.19762,"Eastern Metropolitan",4181
"12865","Viewbank","2 Country La",3,"h",1009000,"S","Jellis",2017-09-16,8.9,3084,3,2,2,663,136,1980,"",-37.7417,145.0958,"Eastern Metropolitan",2698
"12866","Wallan","14 Danaher Av",3,"h",366000,"S","Ray",2017-09-16,44.2,3756,3,1,1,502,77,1978,"",-37.40853,144.97749,"Northern Victoria",3988
"12867","Wantirna","78 Raheen Av",3,"h",1070000,"S","Buxton",2017-09-16,14.7,3152,3,2,2,673,NA,NA,"",-37.86345,145.22871,"Eastern Metropolitan",5424
"12868","Wantirna South","12 McLean Ct",4,"h",1440000,"S","Ray",2017-09-16,14.7,3152,4,3,6,717,247,1985,"",-37.87831,145.24575,"Eastern Metropolitan",7082
"12869","Wantirna South","20 Mingana Rd",4,"h",1060000,"SP","Ray",2017-09-16,14.7,3152,4,2,3,729,173,1970,"",-37.85728,145.24839,"Eastern Metropolitan",7082
"12870","Watsonia","12 Manfred St",3,"h",792000,"S","Buckingham",2017-09-16,14.5,3087,3,1,2,571,124,1960,"",-37.71502,145.08844,"Northern Metropolitan",2329
"12871","Watsonia North","306 Grimshaw St",4,"h",920000,"PI","Barry",2017-09-16,14.5,3087,4,2,2,966,NA,NA,"",-37.7023,145.08357,"Northern Metropolitan",1442
"12872","Werribee","81 Parramatta Rd",3,"h",470000,"S","Reliance",2017-09-16,14.7,3030,3,1,2,640,125,1985,"",-37.88537,144.65337,"Western Metropolitan",16166
"12873","Werribee","1/4 Tedesco Ct",3,"h",515000,"SP","YPA",2017-09-16,14.7,3030,3,2,1,251,194,2012,"",-37.90918,144.68325,"Western Metropolitan",16166
"12874","Werribee","94 Wattle Av",4,"h",603500,"SP","YPA",2017-09-16,14.7,3030,4,2,4,650,184,1994,"",-37.90336,144.67918,"Western Metropolitan",16166
"12875","West Footscray","15 Alberta St",3,"h",870000,"SP","Jas",2017-09-16,6.4,3012,3,1,2,417,109,1950,"",-37.79644,144.86388,"Western Metropolitan",5058
"12876","West Footscray","127 Stanhope St",4,"h",1060000,"S","Douglas",2017-09-16,6.4,3012,3,3,2,512,512,1920,"",-37.79487,144.86353,"Western Metropolitan",5058
